|107436|||Manico Sp. z o.o.||ul. 11 Listopada 20/10||PL|74-101|Gryfino|C|(91) 416 46 51||
|107437|||Hydrosolar Spółka z ograniczoną|odpowiedzialnością Dolny Śląsk spół|ul. Szczecińska 17-21||PL|54-517|Wrocław|C|||
|107438|||H.M.B.iS ALFA Sp.z o.o||ul.Floriańska 57||PL|08-110|Siedlce|C|||
|107439|||CANALIS Spółka Jawna Kusak i Wspóln|Hurtownia Instalacyjno-Budowlana|ul. Hauke-Bosaka 1||PL|25-217|Kielce|C|||
|107440|||Budorem Sp. z o.o.||ul. Fabryczna 1||PL|66-470|Kostrzyn nad Odrą|C|509307582||
|107441|||INSTAL Bełchatów Sp. z o.o.||ul.Instalacyjna 14||PL|97-427|Rogowiec|C|||
|107442|||Grupa Powen-Wafapomp SA||ul.Odlewnicza 1||PL|03-231|Warszawa|C|||
|107443|||HHD Hałas Bis||ul. Sadowa 27||PL|64-100|Leszno|C|607155550||
|107444|||"""Wodociągi Kościańskie"" Sp. z o.||ul. Czempińska 2||PL|64-000|KOŚCIAN|C|||
|107445|||"Firma Handlowa ""ELA"" Jasielskie|Inżynieryjno-Budowlane S.C.|ul. Towarowa 27||PL|38-200|Jasło|C|13 446-80-51||
|107446|||MATEX Sp. z o.o.||Al. Jana Pawła II 15||PL|58-506|Jelenia Góra|C|76/850-66-65||
|107447|||Adekan Adrian Paweł Stasiak||ul. Heleny 23/8||PL|71-557|Szczecin|C|||
|107448|||ZANEM Sp. z o.o.||ul. Kopalniana 9||PL|59-101|Polkowice|C|||
|107449|||Techmar Marcin Bilowski||ul. Leśna 9||PL|72-100|Goleniów|C|664999889||
|107450|||GERPOL Instalacje sp. z o.o.sp.k.||Mokronos Dolny, ul.Parkowa 19||PL|55-080|Kąty Wrocławskie|C|71/364-31-05||
|107451|||EKO-PLAST s.c.||ul. Tama Pomorzańska 5||PL|70-030|Szczecin|C|||
|107452|||Przedsiębiorstwo Produkcyjno Usługo|EKO-ENERGIA Sp. z o.o.|ul.Retoryka 6A 1||PL|31-107|Kraków|C|||
|107453|||P.H.U. MAT-BUD|Tadeusz Szozda|ul.Bielińska 7||PL|06-400|Ciechanów|C|||
|107454|||"Z.P.U.H. ""Met-Instal"""|Józef Tadeusz Szykuć|Miękowo 5D||PL|72-100|Goleniów|C|914185111||
|107455|||NEPTUN Sp. z o.o.||ul. Metalurgiczna 1 c||PL|20-234|Lublin|C|||
|107456|||KGHM ZANAM Spółka z o.o.||ul. Kopalniana 7||PL|59-101|Polkowice|C|||
|107457|||RAMEX Sp. z o.o. S.K.A.||ul.Wiśniowieckiego 123C||PL|33-300|Nowy Sącz|C|||
|107458|||InstalNova Grupa SBS K. Borkowski S||ul. Płocka 28B||PL|87-800|Włocławek|C|601801660||
|107459|||REMBOR GENERAL SP. Z O.O. SP. K.||ul.Zawadzka 144||PL|97-200|Tomaszów Mazowiecki|C|||
|107460|||Sanitech Hurtownia Instalacyjna|Tomasz Sędzicki|ul. Przemysłowa 9||PL|75-216|Koszalin|C|||
|107461|||DUNAJEC spółka z ograniczoną|odpowiedzialnością|Gródek nad Dunajcem 28||PL|33-318|GRÓDEK NAD DUNAJCEM|C|||
|107462|||Miejskie Przedsiębiorstwo Gospodark|"Komunalnej ""EMPEGEK"" Sp. z o.o.|ul. Konstytucji 3-go Maja 48||PL|09-200|SIERPC|C|692-465-625||
|107463|||Inżynieria Rzeszów Spółka Akcyjna||ul. Podkarpacka 59A||PL|35-082|Rzeszów|C|(017) 861-50-00||
|107464|||Polska Spółka Gazownictwa Sp. z o.o|Oddział w Poznaniu|Marcina Kasprzaka 25||PL|01-224|Warszawa|C|61/8545-767||
|107465|||Polska Spółka Gazownictwa Sp. z o.o|Oddział w Tarnowie|Marcina Kasprzaka 25||PL|01-224|Warszawa|C|||
|107466|||Polska Spółka Gazownictwa Sp. z o.o|Oddział we Wrocławiu|Marcina Kasprzaka 25||PL|01-224|Warszawa|C|||
|107467|||Zakład Instalacji Sanitarnych MRÓZ||ul. B.Westerplatte 5||PL|07-410|Ostrołęka|C|29 760-56-04||
|107468|||Przedsiębiorstwo Handlowo-Usługowe|"""PROFIT"" Ryszard Kentzer,Andrzej|||PL|44-100|Gliwice|C|||
|107469|||Zakład Usługowo Handlowy INSTALATOR|Lucjan Merchel|ul.Strzelców Bytomskich 89 i 89A||PL|41-914|Bytom|C|||
|107470|||TUBI SYSTEM S. C.||ul.Napoleońska 2||PL|06-500|Mława|C|(23)6543496||
|107471|||EKO-TECH Łukasz Michalicki||ul. Jana Pawła II 26/1||PL|46-203|Kluczbork|C|881-698-400||
|107472|||NKN-eco Sp. z o.o.||ul. Morska 49||PL|75-215|Koszalin|C|94 34-38-119||
|107473|||Autostrada Eksploatacja S.A.||ul. Głogowska 431||PL|60-004|Poznań|C|||
|107474|||F.H.U NOW-TUR Nowakowski Tadeusz||ul.Wojska Polskiego 12B||PL|43-603|Jaworzno|C|||
|107475|||Zakład Usługowo-Handlowy HYDROGAZ|Kuban Zenon|ul.Jagiellońska 117/119||PL|42-202|Częstochowa|C|343650523||
|107476|||"""SANITAS"" Sprzedaż - Usługi Inst|Zasadowscy|ul. Traugutta 28||PL|09-200|Sierpc|C|501236649||
|107477|||"Przedsiębiorstwo Handlowo Usługowe|Grzegorz Pawłowski|ul. Bojowników o Wolność i Demokrację 14||PL|75-950|Koszalin|C|502-649-783||
|107479|||PVG Spółka z ograniczoną|odpowiedzialnością Sp.K|Santocka 39||PL|71-083|Szczecin|C|668-370-894||
|107480|||SOREL Polska Jarosław Seweryn||ul.Wiśniowa 12||PL|32-340|Wolbrom|C|||
|107481|||P.W. BPW- Serwis Sp. z o.o.||ul. Smardzewska 27||PL|60-161|Poznań|C|||
|107482|||DYKA Sp. z o.o.||ul. Belgijska 5||PL|55-221|Jelcz-Laskowice|C|71/301-00-00||
|107483|||EKO-INSTAL R.Chabowski Sp.j||Ul. Fabryczna 15 b||PL|85-741|Bydgoszcz|C|||
|107484|||CP Trade Łódź Sp. z o.o.||ul.6-go Sierpnia 88a||PL|90-646|Łódź|C|||
|107485|||"""AL-MAR"" Spółka z ograniczoną od||ul.Podkarpacka 26||PL|38-400|Krosno|C|||
|107486|||Armatura-Dobrowolski||ul. Towarowa 5||PL|10-416|Olsztyn|C|89/533-68-47||
|107487|||GASCONTROL POLSKA Spółka z ogranicz|odpowiedzialnością|ul. Pszczyńska 60||PL|43-267|Suszec|C|324483408||
|107488|||Gmina Miasto Lubartów|ul. Jana Pawła II 12|||PL|21-100|Lubartów|C|||
|107489|||INSTAL-MET|Alina Bromber, Anna Galasińska Spół|ul. Lwówecka 15||PL|62-045|Pniewy|C|612911532||
|107490|||AquaRD Sp. z o.o.||Złota 61/100||PL|00-819|Warszawa|C|||
|107492|||P.B. AMBIT Sp.z o.o.||ul.Kąkolewska 21||PL|64-100|Leszno|C|||
|107493|||Proterm Renisław Pomichter||ul.Bydgoska 5||PL|16-400|Suwałki|C|||
|107494|||AGNES Spółka Akcyjna||ul. Fabryczna 7||PL|64-610|Rogoźno|C|531-023-030||
|107495|||CADAGUA S.A. Oddział w Polsce||ul.Leszno 14||PL|01-192|Warszawa|C|||
|107496|||Inter Trade sp. z o.o.||ul. Legionów 243 a||PL|43-502|Czechowice-Dziedzice|C|32743560198||
|107497|||Molewski Sp Z o.o.||Ul. Płocka 164||PL|87-800|Włocławek|C|544130400||
|107498|||Armatura Kozłowski Sp.z o.o.|Spółka Komandytowa|ul. Klemczaka 7||PL|63-700|Krotoszyn|C|062 592-58-10||
|107499|||ELKOT Z.U.H|K.KOTKOWSKI|25-GO Czerwca 71||PL|26-600|RADOM|C|0483639757||
|107500|||TG Instalacje Sp. z o.o.||ul. Karczunkowska 19||PL|02-871|Warszawa|C|||
|107501|||"Firma Handlowo-Usługowa ""KRAG"""|Szczepan Michalski|Trześniów 25||PL|36-212|Trześniów|C|||
|107502|||Wielobranżowe Przedsiębiorstwo Robó|Inżynieryjnych Sp. z o.o.|ul. Poli Gojawiczyńskiej 3c 7||PL|81-587|Gdynia|C|||
|107503|||P&B SPÓŁKA Z OGRANICZONA|ODPOWIEDZIALNOŚCIA|ul.Pszczyńska 143 A||PL|44-240|Żory|C|(32)4351366||
|107504|||PUMMAR Sp. z o.o. Sp. Komandytowa||Brucknera 40-46||PL|51-411|Wrocław|C|604496090||
|107505|||Przedsiębiorstwo Wodociągów i Kanal|w Przemkowie Sp. z o.o.|ul. Dworcowa 7||PL|59-170|PRZEMKÓW|C|076-831-93-23||
|107506|||PCC Apakor Sp. z o.o.||ul. Sienkiewicza 4||PL|56-120|Brzeg Dolny|C|71/794-25-06||
|107507|||Przedsiębiorstwo Robót Inżynieryjny||||PL|37-400|Nisko|C|(015) 841-51-01||
|107508|||Przedsiębiorstwo Wodociągów i Kanal|w Czechowicach-Dziedzicach Sp. z o.|ul.Legionów 85||PL|43-502|CZECHOWICE-DZIEDZICE|C|||
|107509|||FILMAR Piotr Wesołowski||ul. Kosmonautów 212/10||PL|54-042|Wrocław|C|||
|107510|||"Przedsiębiorstwo Inżynieryjne ""WO||ul. Łukasińskiego 110/119||PL|71-215|Szczecin|C|0914844333||
|107511|||ARMA-TECH|SP. Z O.O. SP.KOMANDYTOWA|ul.Akacjowa 23 b||PL|80-180|Borkowo Łostowickie|C|||
|107512|||HYDROTECH Piotr Sereda||ul.Dynowska 20a||PL|37-200|Przeworsk|C|||
|107513|||ANMAR Usługi Budowlane||ul. Łomżyńska 13/22||PL|41-219|Sosnowiec|C|||
|107514|||Bomaks Sp. J||ul. Magazynowa 6||PL|25-565|Kielce|C|413340017||
|107515|||Emet-Impex Sp. z o.o.||ul. Błogosławionego Czesława 13C||PL|44-100|Gliwice|C|322315269||
|107516|||Wolbromski Zakład Wodociągów, Kanal|Gospodarki Komunalnej i Mieszkaniow|ul.Wrzosowa 18||PL|32-340|WOLBROM|C|(32)644-12-54||
|107517|||EUROWATER Spółka z o.o.||Lipków, ul. Izabelińska 113||PL|05-080|Izabelin|C|691953502||
|107518|||IMTECH Polska Sp. z o.o.||al.Jerozolimskie 134||PL|02-305|Warszawa|C|525-13-06-555||
|107519|||Zakład Eksploatacji Urządzeń Komuna|Sp. z o.o. w Siedlcu|ul.Zbąszynska 15||PL|64-212|SIEDLEC|C|||
|107520|||LESUS ADAM OLEKSY||ul. gen. Władysława Andersa 2 lok. 3||PL|41-808|Zabrze|C|||
|107521|||EKO-PLAST Mariusz Skiba Jacek Jawor||ul. Tama Pomorzańska 5||PL|70-030|Szczecin|C|||
|107522|||WAMAR PPHU Sp. z o.o.||ul. W.Pola 33||PL|58-500|Jelenia Góra|C|695386788||
|107523|||EWE Energia Sp. z o.o.||ul. 30 Stycznia 67||PL|66-300|Międzyrzecz|C|0957426277||
|107524|||Elektromontaż Poznań S.A.||Wierzuszowska 12/16||PL|60-166|Poznań|C|48618655800||
|107525|||Przedsiębiorstwo MD Sp.z.o.o||ul.Widzewska 14||PL|92-229|Łódź|C|||
|107526|||AQUAPIPE KWILOSZ&FUS Spółka Jawna||ul. Handlowa 8||PL|37-450|Stalowa Wola|C|||
|107527|||ORLEN Serwis S.A.||ul. Chemików 7||PL|09-411|Płock|C|||
|107528|||Rabplast Sp.z o.o.||Skawa 743 A||PL|34-713|Skawa|C|504083167||
|107529|||Water Control||ul. Władysława IV 1A 5||PL|63-900|Rawicz|C|605359281||
|107530|||RZOŃCA Sp. z o.o.||ul.Żabia 2a||PL|18-400|Łomża|C|||
|107531|||Przedsiębiorstwo Komunalne Sp. z o.||ul. Średnia 16||PL|77-300|CZŁUCHÓW|C|793936481||
|107532|||PilGaz Grupa SBS - spółka cywilna|Michał Grzesiak, Jacek Grzesiak|ul. Margonińska 2||PL|64-920|Piła|C|||
|107533|||Trend Glass Sp. z o.o.||ul. M. Fołtyn 11||PL|26-600|Radom|C|691-660-487||
|107534|||Miejskie Przedsiębiorstwo Gospodark|Sp. z o.o.|ul. 11 Listopada 54A||PL|38-300|GORLICE|C|||
|107535|||FluidControl Sp. z o.o.||ul.Wiązowa 5||PL|40-175|Katowice|C|||
|107536|||SWEILLEM POLSKA Sp. z o.o.||ul. Piastów 24a||PL|72-015|Police|C|694254130||
|107537|||"PIU ""KIS-INSTAL"" Sp. z o.o."|ul.Siennicka 50|||PL|04-393|Warszawa|C|22-870-64-67||
|107538|||Hydro-Instal Jadwisińczak Grzegorz||ul. Daszyńskiego 22||PL|59-920|Bogatynia|C|757732139||
|107539|||Zakład Instalacji Sieci Gazowych Wo|Energetycznych Handlu i Usług M.M.|ul. Śmiecińska 8||PL|06-400|Ciechanów|C|||
|107540|||Przedsiębiorstwo Usług Komunalnych||ul.Piotrkowska 39||PL|62-610|SOMPOLNO|C|||
|107541|||PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLO|-USŁUGOWE ''BIEGAŃSCY'' SPÓŁKA JAWN|1-go Maja 107||PL|41-706|Ruda Śląska|C|||
|107542|||UPONOR INFRA SP. Z.O.O||ul. Dzielna 60||PL|01-029|Warszawa|C|||
|107543|||Kadimex|Kadimex Spółka Akcyjna|Wólczyńska 290||PL|01-919|Warszawa|C|0228649966||
|107544|||SDI Strefa Dystrybucji Inżynieryjne||ul.Baczyńskiego 7/29a||PL|35-210|Rzeszów|C|||
|107545|||CETEL SERWIS Spółka z o.o.||ul. Św. Rocha 3||PL|62-052|Komorniki|C|||
|107546|||INSTALATOR Sp.z o.o. sp.Komandytowa||ul.Pszczyńska 61||PL|43-190|Mikołów|C|||
|107547|||Sort-Bet||ul.Ks.E.Waresiaka 6||PL|56-300|Milicz|C|796770277||
|107549|||AMK Kraków SA.||Al.Jana Pawła II 41||PL|31-864|Kraków|C|||
|107550|||Firma Handlowo-Usługowa TORES|Michał Bielawka|ul.Hutnicza 10||PL|41-400|Mysłowice|C|||
|107551|||FIRMA HANDLOWO-USŁUGOWA''ŻELPLAST B|Sp. z o.o. R. Kwapień,M.Rogowski Sp|ul.Nad Drwiną 21||PL|30-741|Kraków|C|||
|107552|||Euroinstal Plus Sp. z o.o.||ul. Płońska 40||PL|06-400|Ciechanów|C|+ 48 023 672 25||
|107553|||Przedsiębiorstwo Gospodarki Komunal|"""Sanikom"" Sp. z o.o."|ul. Nadbrzeżna 5a||PL|58-420|Lubawka|C|691545882||
|107554|||Hydro-Partner Sp. z o.o.||ul. Gronowska 4a||PL|64-100|Leszno|C|0655254128||
|107555|||Zakład wodociągów i usług komunalny|EKOWOD Sp. z o.o.|ul.Mariańska 2||PL|46-100|Namysłów|C|||
|107556|||Zakład Usług Komunalnych|w Gryficach|ul.Zielona 5||PL|72-300|Gryfice|C|||
|107557|||ATA TECHNIK|Spółka z ograniczoną odpowiedzialno|Os. Cechowe 31||PL|64-840|Budzyń|C|||
|107558|||Art-Haus|Artur Hausman|Okólna 33||PL|06-500|Mława|C|500255442||
|107559|||EKO-SKARBIMIERZ'' Sp.z o.o.||ul.Akacjowa 9||PL|49-318|Skarbimierz Osiedle|C|||
|107560|||Prestiż||Grunwaldzka 30/32A 6||PL|80-229|Gdańsk|C|||
|107561|||MANICO FHH SP. z o.o Sp. Komandytow||ul.11 Listopada 20/10||PL|74-101|Gryfino|C|914164651||
|107562|||Firma Usługowo Handlowa SANNIK|Tomasz Abucki|ul.Majowa 21b||PL|43-155|Bieruń|C|||
|107563|||HUSAR Budownictwo Inżynieryjne S.A||ul. Płocka 15||PL|87-800|Włocławek|C|(54) 426 - 29 -||
|107564|||INTERCHEM TECH Spółka z ograniczon|odpowiedzialnością|Al.Roździeńskiego 188A||PL|40-203|Katowice|C|||
|107565|||HydroInstal Hurtownia||ul.Krasińskiego 22||PL|05-120|Legionowo|C|227841807||
|107566|||Jardźwig Kamil Jaroń s.c||ul.Graniczna 83I||PL|05-410|Józefów|C|721296496||
|107567|||Przedsiębiorstwo Handlowe Metalik S||ul.Pierwszej Brygady 35||PL|73-110|Stargard Szczecinski|C|||
|107568|||Gminne Przedsiębiorstwo|Remontowo - Usługowe Sp. z o.o|Sławki 1A||PL|83-314|Somonino|C|602451830||
|107569|||Zakład Robót Inżynieryjnych|PUH - Mieczysław Szczechowiak|Ul. Konińska 28||PL|62-045|Pniewy|C|||
|107570|||Therma - Klim Spółka z o.o.|Spółka Komandytowa|ul. Ks.Czesława Klimasa 8||PL|50-515|Wrocław|C|71 333-95-18-49||
|107571|||P.H.U. GAMA-INSTAL Matera Józef||ul.Centralna 33||PL|43-210|Kobiór|C|||
|107572|||Zakład Gospodarki Komunalnej w Lwów|sp. z o.o.|ul.Powstańców Wlkp. 40||PL|64-310|Lwówek|C|||
|107573|||Eko-Tech Michalicki Sp. z o.o.||Ligota Zamecka 28C||PL|46-200|Kluczbork|C|881698400||
|107574|||Rejonowe Przedsiębiorstwo Wodociągó|i Kanalizacji w Sosnowcu Spółka Akc|ul.Ostrogórska 43||PL|41-200|Sosnowiec|C|||
|107575|||BTS MARCIN SZYMAŁA||ul. Jacka 18||PL|41-707|Ruda Śląska|C|||
|107576|||Energo-Wac|Czernidła 28|||PL|05-520|Konstancin Jeziorna|C|||
|107577|||Gminne Przedsiębiorstwo Wodociągowe||ul. Piaskowa 1||PL|62-028|Koziegłowy|C|618128011||
|107578|||"Przedsiębiorstwo Handlowo-Usługowe|"-Kanalizacyjna"" Krzysztof Naspińs|ul. Fabryczna 25||PL|11-041|Dobre Miasto|C|||
|107579|||PBH ROKAM||ul.Chemiczna 30a||PL|26-670|Pionki|C|721050490||
|107580|||MARKDOM Handel Budownictwo|Rospara Marek|ul.Ks.Madei 8||PL|41-819|Zabrze|C|||
|107581|||Hoop Polska Sp. z o.o||ul.Wschodnia 5||PL|99-300|Kutno|C|695191638||
|107582|||Gmina Kościan||ul.Młyńska 15||PL|64-000|Kościan|C|||
|107583|||Przedsiębiorstwo Gospodarki Komunal||ul. Gorzowska 15||PL|66-500|Strzelce Kraj|C|||
|107584|||THOMAS Spółka Jawna|Thomas Sztejnwald|ul.Pszczyńska 237||PL|44-100|Gliwice|C|||
|107585|||Projekt Białystok - Marcin Harasimo||Czaplino 11B||PL|16-070|Choroszcz|C|853070027||
|107586|||Towimor SA||ul.Starotoruńska 5||PL|87-100|Toruń|C|606910031||
|107587|||Roto-Tech Sp. z o.o||ul.Okulickiego 7/9||PL|05-500|Piaseczno|C|728436620||
|107588|||Firma Robót Drogowych Krzysztof Kuk||Kijewo 36B||PL|63-000|Środa Wlkp.|C|||
|107589|||GRUPA WOLFF Spółka z ograniczoną||||PL|31-354|Kraków|C|||
|107590|||PROSAN Sp. z o.o.||ul. Lipska 44||PL|22-400|Zamość|C|885-389-944||
|107591|||WAKO Spółka z ograniczoną odpowiedz|ul. Przyniczyńskiego 11/2|||PL|44-100|Gliwice|C|608430732||
|107592|||HYDRO-WENT S.C||ul.Folwarczna 62||PL|97-300|Piotrków Tryb.|C|447326353||
|107593|||EKODOMAR||ul.Batorego 18||PL|77-300|Człuchów|C|0592694625||
|107594|||PHU KAM Romuald Sierocki||ul.Pszeniczna 22||PL|17-200|Hajnówka|C|662002959||
|107595|||Polamp Sp. z o.o||ul.Suwalska 82B||PL|19-300|Ełk|C|874440436||
|107596|||PHU STOKTRANS Krzysztof Stokowiec||ul. ks. Piotra Ściegiennego 11/6||PL|70-354|Szczecin|C|602-451-079||
|107597|||KTK-TECH Sp. z o.o. Sp.k.||ul. Odlewnicza 7||PL|03-231|Warszawa|C|||
|107598|||Artma|Artur Fornalski Maciej Niklewski Sp|ul.Lubelska 30||PL|10-407|Olsztyn|C|||
|107599|||Lesznowolskie Przedsiębiorstwo Komu||ul. Poprzeczna 50||PL|05-506|Lesznowola|C|22-757-94-32||
|107600|||IT HELP Tomasz Miernicki||Powstania Styczniowego 7c 27||PL|80-288|Gdańsk|C|||
|107601|||FUUTONLAB-Robert Guniewski||ul.Leopolda Staffa 15||PL|81-198|Kosakowo|C|534444808||
|107602|||Gmina Zakrzewo||ul. Kujańska 5||PL|77-424|Zakrzewo|C|67-263-01-60||
|107603|||INWESTECH||ul.Budowlanych 27||PL|80-298|Gdańsk|C|736659222||
|107604|||"Gospodarstwo Rolne ""Delta-Agro""||ul. Główna 35||PL|82-213|Miłoradz|C|||
|107605|||Spółdzielnia Produkcji Spożywczej S||ul. Łukasińskiego 110||PL|71-215|Szczecin|C|||
|107606|||Eurobeton Sp. z o.o.||ul. Główna 142||PL|97-410|Kleszczów|C|607-622-395||
|107607|||Framar s.c. Piotr Trusz Dominik Jur||ul. Przemysłowa 9a||PL|14-100|Ostróda|C|531-700-762||
|107608|||MONDI ŚWIECIE S.A||ul.Bydgoska 1||PL|86-100|Świecie|C|662159617||
|107609|||Art.Instalacyjno-Sanitarne i Przemy|Bolesta Sp.Jawna|ul.Sochaczewska 2||PL|05-870|Błonie|C|227252629||
|107610|||"""RONDO"" Andrzej Jan Rogulski"||ul. Warszawska 87a||PL|26-600|Radom|C|48-333-18-00||
|107611|||CMC-INSTALACJE Jarosław Chrząstowsk||ul.Własna 11||PL|05-074|Halinów|C|||
|107612|||FAST TRADE Łukasz Młudzik||ul.Bielska 67||PL|09-400|Płock|C|608656918||
|107613|||AQUA-INSTAL|P.MAZUREK K.OLESZKIEWICZ SPÓŁKA JAW|ul.Ziemowita 12||PL|14-200|IŁAWA|C|||
|107614|||TechSafety First Maciej Kosiorek||Maróz 10/1||PL|11-015|Olsztynek|C|||
|107615|||KalCargo||ul.Główna 1||PL|83-200|Starogard Gdański|C|601588885||
|107616|||Przedsiębiorstwo Remontowo Mechanic||||PL|32-590|Libiąż|C|||
|107617|||SANET J.A Szostak Sp.J.||ul.Opata Hackiego 12||PL|81-213|Gdynia|C|603979345||
|107618|||Milanex-Artin||ul.Grudowska 12/7||PL|05-822|Milanówek|C|602257124||
|107619|||P.H.U. BUDMAX||Dąbrówki 426 a||PL|37-100|Łańcut|C|||
|107620|||Komunalne Przedsiębiorstwo Wielobra|Gogolin Sp. z o.o.|Ul.Ligonia 15||PL|47-320|Gogolin|C|||
|107621|||PGNiG TERMIKA||ul.Modlińska 15||PL|03-216|Warszawa|C|519035610||
|107622|||Przedsiębiorstwo Inżynierii Sanitar|"""Energas"" s.c"|||PL|07-410|Ostrołęka|C|||
|107623|||Gmina Białaczów||ul.Piotrkowska 12||PL|26-307|Białaczów|C|447581414||
|107624|||Przedsiębiorstwo Komunalne Gminy Ra||ul.Dworska 67 , Skoło||PL|37-550|Radymno|C|||
|107625|||Gmina Oleśnica||ul. Nadstawie 1||PL|28-220|Oleśnica|C|413774036||
|107626|||Zakład Gospodarki Komunalnej w|Jezierzycach Sp. z o.o.|Jezierzyce, Kolejowa 5||PL|76-200|Słupsk|C|||
|107627|||Uniserv - Piecbud Sp. z o.o.||ul. Ks. Mjr. K. Woźniaka 7a||PL|40-337|Katowice|C|||
|107628|||Firma Handlowa Janex S.C.||ul. M.Skłodowskiej-Curie 91||PL|59-301|Lubin|C|697367370||
|107629|||"Zakład Przetwórstwa Mleka ""Mlecz"||ul. Żeromskiego 16||PL|64-200|Wolsztyn|C|KRZYSZTOF SOBIES||
|107630|||ZAMAK MERCATOR Sp. z o.o||ul.Piłsudskiego 63||PL|32-050|Skawina|C|664772811||
|107631|||Eko-Instal Sp. z o.o.||ul. Lniana 11||PL|75-213|Koszalin|C|||
|107632|||Spółdzielczy Zakład Usługowy w Przy||ul. Turkowska 7||PL|62-731|Przykona|C|||
|107633|||INWEST BUD Artur Stępień||ul. Spornego 5||PL|87-730|Nieszawa|C|||
|107634|||Gminna Spółka Komunalna Spółka z o.||ul. Rolnicza 39||PL|33-140|Lisia Góra|C|0146784102||
|107635|||K-Bausysteme Sp. z o.o.||Al. Powstańców Wlkp. 6||PL|63-700|Krotoszyn|C|||
|107636|||Spółdzielnia Socjalna Studnie||Kaława 68||PL|66-300|Międzyrzecz|C|788350551||
|107637|||Gmina Dobromierz||Plac Wolności 24||PL|58-170|Dobromierz|C|||
|107638|||Kaliska Spółdzielcza Grupa Producen||ul. Budowlanych 2||PL|62-800|Kalisz|C|605890153||
|107639|||Zakłady Tłuszczowe|KRUSZWICA S.A.|ul.Niepodległości 42||PL|88-150|Kruszwica|C|723-731-552||
|107640|||BMB Santech Sp. z o.o.s.k.||ul.Równa 19||PL|80-067|Gdańsk|C|||
|107641|||Invest-Tech Sp.z o.o.||ul. Płaska 32-34||PL|87-100|Toruń|C|||
|107642|||PW VERTOM Tomasz Chromow||ul. Wałbrzyska 18A||PL|58-160|Świebodzice|C|74/8542963||
|107643|||GAZOGAZ-Michał Woźniak||ul. J.Cygana 4||PL|45-131|Opole|C|883713130||
|107644|||MWN TRADE Michał Nizel Sp. K.||ul. Mieszka I 31||PL|71-011|Szczecin|C|||
|107645|||Gmina Sobótka||ul.Rynek 1||PL|55-050|Sobótka|C|713162043||
|107646|||RAFSTAL Sp. z o.o.||ul.Wyszyńskiego 85||PL|41-940|Piekary Śląskie|C|||
|107647|||"P.W. ""WoKanCo"""||ul. Broniewskiego 7||PL|87-800|Włocławek|C|||
|107648|||PPUHT Jachobi||ul. Niepodległości 70||PL|72-300|Gryfice|C|||
|107649|||EKOLOG Sp. z o.o.||ul.Wapienna 36||PL|64-920|Piła|C|67 214-21-01||
|107650|||PPU DELTA S.C.||os. Warniki 27A||PL|66-470|Kostrzyn nad Odrą|C|505056234||
|107651|||TRASKO-INWEST Sp.z o.o.||Al.Wolności 13||PL|63-500|Ostrzeszów|C|627322000||
|107652|||Alarm-Serwis||ul.Górska 144||PL|43-300|Bielsko-Biała|C|668378648||
|107653|||TAKO AMK Kopczyński Arkadiusz Macie||Ul.Pełczyńska 8||PL|51-180|Wrocław|C|||
|107654|||HYPMAR Hypta Mariusz||Modlęcin 31||PL|58-150|Strzegom|C|||
|107655|||Wojskowe Zakłady Lotnicze Nr 1 S.A.||ul. Dubois 119||PL|93-465|Łódź|C|426815560||
|107656|||P.H.U KLON S.C.|T.Jureczko, G.Jureczko|ul.Zarankiewicza 20/26||PL|42-200|Częstochowa|C|505092585||
|107657|||GIERA INŻYNIERIA ŚRODOWISKA|Mateusz Giera|ul.Szeroka 2||PL|64-100|Leszno|C|515501976||
|107658|||Zakład Wodociągów i Kanalizacji|Gminy Złotów Spółka z o.o.|ul. Leśna 7||PL|77-400|Złotów|C|TEL/FAX 67 265||
|107659|||Per Aarsleff Polska Sp. z o. o.||ul. Królowej Marysieńki 20/2||PL|02-952|Warszawa|C|+ 48 22 6516972||
|107660|||AIRLAB Leszek Madej||ul. Makowskiego 1||PL|02-784|Warszawa|C|570557099||
|107661|||Remontowa Shipbuilding S.A.||ul. Swojska 8||PL|80-958|Gdańsk|C|583096652||
|107662|||Górnicze Przedsiębiorstwo Robót Spe|Hydrokop|ul. Oświęcimska 73||PL|32-500|Chrzanów|C|||
|107663|||Phoenix Poland Sp. z o.o. Sp.k.||Lutniana 14||PL|71-425|Szczecin|C|662120112||
|107664|||K2 POMPY S.C.||ul. Dusznicka 14a||PL|43-300|Bielsko-Biała|C|33-444-67-59||
|107665|||Pneumat System Sp. z o.o.||ul. Obornicka 160||PL|51-114|Wrocław|C|713257298||
|107666|||FIRMA PPHU MBZ PRO SYSTEM BARBARA K||ul. Agrestowa 27||PL|61-307|Poznań|C|||
|107667|||SZPEC Tomasz Abucki, Krzysztof Zare|Dariusz Zduleczny Spółka Cywilna|ul. Wspólna 3||PL|43-190|Mikołów|C|790-40-60-60||
|107668|||Miejski Zaklad Wodociągów i Kanaliz||ul. Zagórowska 26||PL|62-400|Słupca|C|601503913||
|107669|||Gmina Baranów||ul. Rynek 14||PL|24-105|Baranów|C|||
|107670|||TAURON Wydobycie S.A.||ul.Grunwaldzka 37||PL|43-600|Jaworzno|C|||
